Ticker,LastPrice,UpdateDate
DEXEUSDT,2.9947,09/22/22 21:57:58
WESTUSDT,0.04165,09/22/22 21:57:58
FTUSDT,1.9382,09/22/22 21:57:58
DARUSDT,0.2099,09/22/22 21:57:59
SENSOUSDT,0.158516,09/22/22 21:57:59
RFOXUSDT,0.00972,09/22/22 21:57:59
ENQUSDT,0.01472,09/22/22 21:57:59
LABSUSDT,0.001277,09/22/22 21:58:00
ATOM3SUSDT,0.0172,09/22/22 21:58:00
WMTUSDT,0.1982,09/22/22 21:58:00
MELOSUSDT,0.01831,09/22/22 21:58:01
BUYUSDT,0.00421,09/22/22 21:58:02
FORMUSDT,0.003366,09/22/22 21:58:02
XSRUSDT,0.0001426,09/22/22 21:58:03
REV3LUSDT,0.00808,09/22/22 21:58:03
PHAUSDT,0.0927,09/22/22 21:58:03
HYVEUSDT,0.0322,09/22/22 21:58:03
STXUSDT,0.3336,09/22/22 21:58:04
PKFUSDT,0.1187,09/22/22 21:58:04
BUXUSDT,0.1645,09/22/22 21:58:04
SWASHUSDT,0.02305,09/22/22 21:58:05
AKTUSDT,0.2849,09/22/22 21:58:05
XNLUSDT,0.03197,09/22/22 21:58:05
CREAMUSDT,15.998,09/22/22 21:58:06
PERPUSDT,0.587,09/22/22 21:58:06
USDPUSDT,1.0,09/22/22 21:58:06
SAND3SUSDT,0.013283,09/22/22 21:58:07
SDNUSDT,0.348,09/22/22 21:58:07
SYNRUSDT,0.01221,09/22/22 21:58:07
AVAUSDT,0.76081,09/22/22 21:58:08
USDDUSDT,0.9984,09/22/22 21:58:08
CLVUSDT,0.0823,09/22/22 21:58:08
HBBUSDT,0.2442,09/22/22 21:58:09
VEEDUSDT,0.002076,09/22/22 21:58:09
MONIUSDT,0.0762,09/22/22 21:58:10
VRUSDT,0.01215,09/22/22 21:58:10
PUSHUSDT,0.33,09/22/22 21:58:10
ETH3LUSDT,0.002,09/22/22 21:58:11
LTC3SUSDT,0.6975,09/22/22 21:58:11
DCUSDT,0.00086,09/22/22 21:58:11
ODDZUSDT,0.02035,09/22/22 21:58:12
BNB3LUSDT,0.2215,09/22/22 21:58:12
XRP3LUSDT,0.00612,09/22/22 21:58:13
CIRUSUSDT,0.13118,09/22/22 21:58:13
CIX100USDT,0.03692,09/22/22 21:58:14
XCURUSDT,0.04641,09/22/22 21:58:14
MTSUSDT,0.01077,09/22/22 21:58:14
LYMUSDT,0.003299,09/22/22 21:58:15
ARNMUSDT,0.04564,09/22/22 21:58:15
OUSDUSDT,0.995,09/22/22 21:58:16
QIUSDT,0.01028,09/22/22 21:58:16
SPELLUSDT,0.001072,09/22/22 21:58:16
IHCUSDT,0.000105,09/22/22 21:58:17
TUSDT,0.03092,09/22/22 21:58:17
ADA3SUSDT,0.2312,09/22/22 21:58:18
VISIONUSDT,0.0041,09/22/22 21:58:18
SHRUSDT,0.002285,09/22/22 21:58:20
PSLUSDT,0.001947,09/22/22 21:58:20
XNOUSDT,0.8005,09/22/22 21:58:20
OLEUSDT,0.03092,09/22/22 21:58:21
FORTUSDT,0.1667,09/22/22 21:58:21
